report_id,machine_id,operator_name,shift,date,incident_description,initial_action,severity,status
REP_4318,MCH_005,T. Singh,Day,2025-09-07,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Critical,Open
REP_4319,MCH_014,S. Kumar,Evening,2025-10-24,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Medium,Open
REP_4320,MCH_042,J. Das,Day,2025-10-02,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,High,Closed
REP_4321,MCH_033,A. Khan,Evening,2025-10-13,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_4322,MCH_049,R. Verma,Night,2025-09-01,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Closed
REP_4323,MCH_020,S. Kumar,Night,2025-09-17,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Low,Open
REP_4324,MCH_045,R. Verma,Night,2025-10-25,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Low,Closed
REP_4325,MCH_049,A. Khan,Day,2025-09-19,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4326,MCH_043,R. Verma,Night,2025-10-26,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,High,Closed
REP_4327,MCH_030,R. Verma,Day,2025-10-28,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Medium,Open
REP_4328,MCH_022,T. Singh,Evening,2025-09-07,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_4329,MCH_030,S. Kumar,Night,2025-09-20,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,High,Closed
REP_4330,MCH_024,S. Kumar,Day,2025-09-23,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Closed
REP_4331,MCH_030,T. Singh,Night,2025-09-28,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,High,Open
REP_4332,MCH_049,J. Das,Night,2025-09-16,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Critical,Open
REP_4333,MCH_016,A. Khan,Day,2025-09-07,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Open
REP_4334,MCH_030,A. Khan,Night,2025-10-31,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Closed
REP_4335,MCH_031,N. Iyer,Day,2025-09-03,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Medium,Closed
REP_4336,MCH_019,T. Singh,Day,2025-09-20,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Critical,Investigating
REP_4337,MCH_014,T. Singh,Night,2025-10-08,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,High,Closed
REP_4338,MCH_046,J. Das,Day,2025-10-02,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,High,Investigating
REP_4339,MCH_049,S. Kumar,Evening,2025-09-04,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,High,Open
REP_4340,MCH_039,R. Verma,Night,2025-10-11,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Investigating
REP_4341,MCH_031,R. Verma,Evening,2025-10-07,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Critical,Closed
REP_4342,MCH_002,S. Kumar,Evening,2025-10-22,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Medium,Investigating
REP_4343,MCH_029,J. Das,Evening,2025-10-25,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Low,Open
REP_4344,MCH_019,S. Kumar,Day,2025-10-28,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Closed
REP_4345,MCH_020,S. Kumar,Night,2025-09-16,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4346,MCH_040,T. Singh,Evening,2025-10-14,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Low,Investigating
REP_4347,MCH_031,A. Khan,Night,2025-09-02,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4348,MCH_043,T. Singh,Day,2025-10-30,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Investigating
REP_4349,MCH_027,S. Kumar,Evening,2025-10-11,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Critical,Closed
REP_4350,MCH_004,S. Kumar,Day,2025-10-04,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4351,MCH_042,S. Kumar,Day,2025-09-11,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4352,MCH_038,S. Kumar,Evening,2025-09-03,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Closed
REP_4353,MCH_041,R. Verma,Evening,2025-09-06,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_4354,MCH_021,R. Verma,Evening,2025-09-08,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Critical,Closed
REP_4355,MCH_001,A. Khan,Evening,2025-10-29,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4356,MCH_049,T. Singh,Night,2025-10-28,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,High,Open
REP_4357,MCH_043,J. Das,Day,2025-10-29,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,High,Investigating
REP_4358,MCH_005,T. Singh,Night,2025-10-24,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Investigating
REP_4359,MCH_014,T. Singh,Day,2025-10-16,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Closed
REP_4360,MCH_001,S. Kumar,Evening,2025-10-14,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Investigating
REP_4361,MCH_043,R. Verma,Night,2025-10-16,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Low,Investigating
REP_4362,MCH_050,T. Singh,Evening,2025-10-17,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,High,Investigating
REP_4363,MCH_049,N. Iyer,Evening,2025-09-01,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,High,Investigating
REP_4364,MCH_012,T. Singh,Day,2025-10-18,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Investigating
REP_4365,MCH_043,A. Khan,Night,2025-10-23,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_4366,MCH_039,T. Singh,Day,2025-10-23,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Investigating
REP_4367,MCH_011,J. Das,Evening,2025-09-18,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Critical,Open
REP_4368,MCH_039,A. Khan,Day,2025-09-16,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Closed
REP_4369,MCH_047,N. Iyer,Evening,2025-09-21,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Medium,Open
REP_4370,MCH_030,R. Verma,Evening,2025-10-18,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Investigating
REP_4371,MCH_042,J. Das,Evening,2025-10-29,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Low,Closed
REP_4372,MCH_048,J. Das,Night,2025-10-07,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4373,MCH_008,S. Kumar,Night,2025-10-25,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Investigating
REP_4374,MCH_011,A. Khan,Evening,2025-09-12,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Low,Closed
REP_4375,MCH_016,J. Das,Evening,2025-10-13,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Medium,Investigating
REP_4376,MCH_014,T. Singh,Evening,2025-10-30,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Open
REP_4377,MCH_015,J. Das,Day,2025-10-17,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Investigating
REP_4378,MCH_008,S. Kumar,Night,2025-09-29,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Closed
REP_4379,MCH_012,J. Das,Day,2025-09-20,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,High,Closed
REP_4380,MCH_027,J. Das,Night,2025-10-18,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Medium,Closed
REP_4381,MCH_026,T. Singh,Day,2025-09-02,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,High,Investigating
REP_4382,MCH_035,S. Kumar,Night,2025-10-23,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Low,Open
REP_4383,MCH_020,J. Das,Day,2025-09-13,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Critical,Closed
REP_4384,MCH_025,R. Verma,Evening,2025-09-21,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_4385,MCH_031,N. Iyer,Day,2025-09-24,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Critical,Open
REP_4386,MCH_006,J. Das,Night,2025-10-20,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Closed
REP_4387,MCH_044,T. Singh,Night,2025-09-26,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Investigating
REP_4388,MCH_014,N. Iyer,Day,2025-10-25,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4389,MCH_049,J. Das,Evening,2025-09-07,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Critical,Closed
REP_4390,MCH_046,S. Kumar,Evening,2025-09-11,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Medium,Open
REP_4391,MCH_031,R. Verma,Night,2025-09-28,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Low,Open
REP_4392,MCH_028,T. Singh,Evening,2025-10-21,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4393,MCH_003,T. Singh,Evening,2025-10-15,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Investigating
REP_4394,MCH_024,S. Kumar,Night,2025-09-25,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,High,Investigating
REP_4395,MCH_030,J. Das,Day,2025-09-20,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Low,Closed
REP_4396,MCH_008,T. Singh,Night,2025-10-25,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Investigating
REP_4397,MCH_036,T. Singh,Evening,2025-09-09,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4398,MCH_015,A. Khan,Night,2025-10-16,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,High,Open
REP_4399,MCH_005,A. Khan,Day,2025-10-29,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Closed
REP_4400,MCH_015,T. Singh,Day,2025-09-21,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,High,Open
REP_4401,MCH_034,J. Das,Evening,2025-09-16,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Medium,Open
REP_4402,MCH_019,N. Iyer,Day,2025-09-23,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_4403,MCH_045,S. Kumar,Night,2025-09-03,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Critical,Open
REP_4404,MCH_035,R. Verma,Night,2025-09-05,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Investigating
REP_4405,MCH_004,R. Verma,Night,2025-10-26,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4406,MCH_016,S. Kumar,Evening,2025-10-31,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Closed
REP_4407,MCH_041,N. Iyer,Night,2025-10-27,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4408,MCH_047,J. Das,Night,2025-09-07,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4409,MCH_044,A. Khan,Evening,2025-09-26,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_4410,MCH_007,R. Verma,Evening,2025-09-30,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_4411,MCH_016,S. Kumar,Day,2025-10-18,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,High,Open
REP_4412,MCH_042,S. Kumar,Day,2025-10-14,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,High,Investigating
REP_4413,MCH_045,S. Kumar,Day,2025-09-26,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Critical,Open
REP_4414,MCH_019,S. Kumar,Night,2025-10-16,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4415,MCH_009,J. Das,Night,2025-10-02,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Open
REP_4416,MCH_046,A. Khan,Day,2025-09-21,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Open
REP_4417,MCH_044,A. Khan,Night,2025-09-10,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Open
REP_4418,MCH_015,T. Singh,Day,2025-09-23,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Open
REP_4419,MCH_035,A. Khan,Evening,2025-09-20,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Low,Investigating
